,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
1110,08.01.2009 17:10:00,1003.57,-7.93,264.96,-9.12,91.1,3.36,3.06,0.3,1.9,3.05,1316.6,1.29,2.0,224.8
1116,08.01.2009 18:10:00,1003.82,-8.84,264.03,-9.83,92.5,3.13,2.89,0.23,1.79,2.88,1321.55,0.31,1.0,152.1
1122,08.01.2009 19:10:00,1003.87,-10.5,262.37,-11.58,91.7,2.74,2.51,0.23,1.56,2.5,1330.16,0.5,1.0,176.5
1128,08.01.2009 20:10:00,1004.07,-10.74,262.12,-11.87,91.3,2.69,2.45,0.23,1.52,2.44,1331.66,0.29,0.75,181.1
1134,08.01.2009 21:10:00,1004.11,-11.55,261.3,-12.7,91.1,2.52,2.29,0.22,1.42,2.28,1335.92,1.08,1.38,192.1
1140,08.01.2009 22:10:00,1004.0,-12.5,260.36,-13.64,91.1,2.33,2.12,0.21,1.32,2.12,1340.73,0.74,1.63,205.1
1146,08.01.2009 23:10:00,1003.76,-13.39,259.49,-14.43,91.8,2.17,1.99,0.18,1.23,1.98,1345.07,1.56,2.0,188.6
1152,09.01.2009 00:10:00,1003.58,-14.05,258.85,-15.24,90.6,2.05,1.86,0.19,1.15,1.85,1348.31,0.96,1.38,193.2
1158,09.01.2009 01:10:00,1003.25,-14.52,258.4,-15.81,89.8,1.97,1.77,0.2,1.1,1.77,1350.37,0.48,0.88,180.7
1164,09.01.2009 02:10:00,1003.45,-14.98,257.93,-16.29,89.6,1.9,1.7,0.2,1.06,1.7,1353.08,0.26,0.63,187.3
1170,09.01.2009 03:10:00,1003.47,-15.98,256.93,-17.44,88.4,1.75,1.55,0.2,0.96,1.54,1358.44,0.65,1.38,168.6
1176,09.01.2009 04:10:00,1003.25,-16.43,256.49,-17.92,88.1,1.68,1.48,0.2,0.92,1.48,1360.56,0.3,0.75,182.8
1182,09.01.2009 05:10:00,1003.2,-16.67,256.26,-18.17,88.0,1.65,1.45,0.2,0.9,1.45,1361.79,0.48,1.25,75.5
1188,09.01.2009 06:10:00,1003.19,-16.94,255.99,-18.48,87.7,1.61,1.41,0.2,0.88,1.41,1363.22,0.38,1.0,140.6
1194,09.01.2009 07:10:00,1003.14,-16.38,256.55,-17.89,88.0,1.69,1.49,0.2,0.92,1.48,1360.14,0.48,0.88,198.8
1200,09.01.2009 08:10:00,1003.11,-17.03,255.9,-18.57,87.7,1.6,1.4,0.2,0.87,1.4,1363.61,0.64,1.38,206.1
1206,09.01.2009 09:10:00,1003.27,-16.3,256.62,-17.93,87.1,1.7,1.48,0.22,0.92,1.48,1359.91,0.63,1.13,171.8
1212,09.01.2009 10:10:00,1003.87,-14.91,257.97,-16.49,87.6,1.91,1.67,0.24,1.04,1.67,1353.29,0.71,1.25,131.0
1218,09.01.2009 11:10:00,1003.74,-12.22,260.66,-14.35,84.0,2.38,2.0,0.38,1.24,2.0,1339.01,1.06,1.88,174.8
1224,09.01.2009 12:10:00,1003.23,-9.81,263.11,-12.74,79.0,2.89,2.29,0.61,1.42,2.28,1325.93,0.72,1.5,163.1
1230,09.01.2009 13:10:00,1002.66,-6.1,266.86,-11.77,63.94,3.87,2.47,1.39,1.54,2.47,1306.69,1.08,2.0,189.1
1236,09.01.2009 14:10:00,1002.28,-5.74,267.24,-11.34,64.43,3.98,2.56,1.41,1.59,2.56,1304.4,0.49,1.0,344.7
1242,09.01.2009 15:10:00,1002.04,-4.99,268.02,-10.87,63.15,4.21,2.66,1.55,1.65,2.65,1300.35,1.04,1.63,218.2
1248,09.01.2009 16:10:00,1002.3,-5.63,267.36,-10.71,67.18,4.01,2.69,1.32,1.67,2.69,1303.79,0.7,1.5,38.02
1254,09.01.2009 17:10:00,1002.5,-8.39,264.58,-10.98,81.4,3.24,2.64,0.6,1.64,2.63,1317.7,0.39,0.75,229.4
1260,09.01.2009 18:10:00,1002.77,-9.56,263.39,-11.25,87.4,2.95,2.58,0.37,1.6,2.57,1323.93,1.45,1.88,221.7
1266,09.01.2009 19:10:00,1002.88,-10.94,262.0,-12.56,87.7,2.64,2.32,0.33,1.44,2.31,1331.17,0.87,1.25,185.4
1272,09.01.2009 20:10:00,1002.94,-12.02,260.92,-13.31,90.0,2.42,2.18,0.24,1.35,2.18,1336.82,1.1,1.63,176.2
1278,09.01.2009 21:10:00,1003.2,-12.35,260.57,-13.65,89.9,2.36,2.12,0.24,1.32,2.11,1338.89,0.6,0.88,192.6
1284,09.01.2009 22:10:00,1003.62,-12.47,260.42,-13.66,90.7,2.34,2.12,0.22,1.31,2.11,1340.07,0.38,1.13,243.4
1290,09.01.2009 23:10:00,1003.73,-12.65,260.23,-13.87,90.5,2.3,2.08,0.22,1.29,2.08,1341.16,0.52,0.75,210.5
1296,10.01.2009 00:10:00,1003.61,-13.83,259.06,-15.25,88.9,2.09,1.86,0.23,1.15,1.85,1347.22,0.49,1.88,172.8
1302,10.01.2009 01:10:00,1003.5,-13.89,259.01,-15.13,90.2,2.08,1.88,0.2,1.16,1.87,1347.37,1.1,1.88,198.7
1308,10.01.2009 02:10:00,1003.66,-14.4,258.49,-15.72,89.6,1.99,1.79,0.21,1.11,1.78,1350.28,1.12,1.63,154.6
1314,10.01.2009 03:10:00,1003.88,-14.4,258.47,-15.78,89.1,1.99,1.78,0.22,1.1,1.77,1350.59,0.83,1.38,159.9
1320,10.01.2009 04:10:00,1003.75,-14.66,258.22,-16.16,88.2,1.95,1.72,0.23,1.07,1.72,1351.8,0.19,0.75,169.9
1326,10.01.2009 05:10:00,1003.49,-15.46,257.44,-17.03,87.6,1.83,1.6,0.23,0.99,1.59,1355.71,0.65,1.25,197.8
1332,10.01.2009 06:10:00,1003.16,-14.88,258.05,-16.33,88.6,1.92,1.7,0.22,1.05,1.69,1352.17,0.6,1.25,177.3
1338,10.01.2009 07:10:00,1003.24,-15.22,257.7,-16.66,88.6,1.86,1.65,0.21,1.02,1.65,1354.09,0.65,1.38,178.5
1344,10.01.2009 08:10:00,1003.66,-15.38,257.51,-16.9,88.0,1.84,1.62,0.22,1.0,1.61,1355.51,0.86,1.25,208.3
1350,10.01.2009 09:10:00,1003.99,-15.5,257.37,-17.41,85.1,1.82,1.55,0.27,0.96,1.54,1356.62,0.47,1.13,123.6
1356,10.01.2009 10:10:00,1003.74,-12.09,260.79,-14.67,80.9,2.41,1.95,0.46,1.21,1.94,1338.37,0.65,1.0,176.6
1362,10.01.2009 11:10:00,1003.58,-9.49,263.4,-13.83,70.4,2.97,2.09,0.88,1.3,2.08,1324.89,0.8,1.38,172.3
1368,10.01.2009 12:10:00,1003.05,-7.1,265.83,-12.34,65.94,3.58,2.36,1.22,1.47,2.35,1312.16,0.77,1.25,178.7
1374,10.01.2009 13:10:00,1002.39,-4.35,268.63,-10.79,60.55,4.42,2.68,1.74,1.66,2.67,1297.71,1.14,1.88,204.7
1380,10.01.2009 14:10:00,1002.1,-4.34,268.66,-10.05,64.15,4.43,2.84,1.59,1.76,2.83,1297.2,0.76,1.38,143.9
1386,10.01.2009 15:10:00,1002.17,-2.64,270.35,-9.21,60.37,5.03,3.03,1.99,1.89,3.03,1289.06,0.43,1.13,192.7
1392,10.01.2009 16:10:00,1002.13,-3.82,269.18,-9.64,63.73,4.6,2.93,1.67,1.82,2.93,1294.7,0.13,0.63,162.5
1398,10.01.2009 17:10:00,1002.15,-6.71,266.29,-9.72,79.0,3.69,2.92,0.78,1.81,2.91,1308.78,0.22,0.63,200.7
1404,10.01.2009 18:10:00,1002.24,-8.01,264.98,-9.88,86.3,3.34,2.88,0.46,1.79,2.87,1315.34,0.22,0.5,182.3
1410,10.01.2009 19:10:00,1002.25,-9.73,263.26,-11.13,89.4,2.91,2.6,0.31,1.62,2.6,1324.08,0.73,1.25,176.9
1416,10.01.2009 20:10:00,1002.19,-9.04,263.96,-10.12,91.8,3.08,2.82,0.25,1.75,2.82,1320.43,1.85,3.38,170.2
1422,10.01.2009 21:10:00,1002.27,-10.03,262.96,-11.05,92.2,2.84,2.62,0.22,1.63,2.62,1325.6,2.14,3.88,171.2
1428,10.01.2009 22:10:00,1002.37,-11.37,261.61,-12.37,92.2,2.55,2.36,0.2,1.46,2.35,1332.66,0.8,2.0,89.5
1434,10.01.2009 23:10:00,1002.72,-10.98,261.98,-11.88,93.0,2.64,2.45,0.18,1.52,2.44,1331.09,0.17,0.88,135.2
1440,11.01.2009 00:10:00,1002.56,-10.68,262.29,-11.69,92.2,2.7,2.49,0.21,1.55,2.48,1329.33,0.47,1.13,149.3
1446,11.01.2009 01:10:00,1002.82,-12.02,260.93,-13.2,90.8,2.42,2.2,0.22,1.37,2.19,1336.65,0.5,1.38,76.2
1452,11.01.2009 02:10:00,1003.04,-11.57,261.36,-12.68,91.4,2.51,2.3,0.22,1.43,2.29,1334.59,0.37,1.0,74.7
1458,11.01.2009 03:10:00,1003.96,-11.97,260.9,-13.18,90.6,2.43,2.2,0.23,1.37,2.2,1337.91,0.38,0.88,192.3
1464,11.01.2009 04:10:00,1004.02,-13.32,259.54,-14.57,90.2,2.18,1.97,0.21,1.22,1.96,1345.07,0.71,1.13,172.6
1470,11.01.2009 05:10:00,1003.75,-12.86,260.02,-14.01,91.0,2.26,2.06,0.2,1.28,2.05,1342.28,0.77,2.0,183.1
1476,11.01.2009 06:10:00,1003.61,-12.27,260.62,-13.41,91.1,2.38,2.16,0.21,1.34,2.16,1339.01,1.98,4.38,170.4
1482,11.01.2009 07:10:00,1003.6,-13.15,259.74,-14.43,90.0,2.21,1.99,0.22,1.23,1.98,1343.62,0.69,1.75,178.0
1488,11.01.2009 08:10:00,1004.05,-13.17,259.69,-14.41,90.3,2.21,1.99,0.21,1.24,1.99,1344.32,1.19,2.25,161.7
1494,11.01.2009 09:10:00,1004.77,-11.16,261.64,-12.57,89.2,2.6,2.32,0.28,1.44,2.31,1334.8,0.67,1.25,113.8
1500,11.01.2009 10:10:00,1005.42,-9.75,263.0,-11.87,84.4,2.91,2.45,0.45,1.52,2.44,1328.45,0.73,1.38,206.2
1506,11.01.2009 11:10:00,1005.52,-9.06,263.68,-12.75,74.4,3.07,2.29,0.79,1.41,2.27,1325.19,0.71,1.75,114.4
1512,11.01.2009 12:10:00,1004.96,-6.51,266.27,-10.5,73.1,3.75,2.74,1.01,1.7,2.73,1311.55,1.48,2.63,173.3
1518,11.01.2009 13:10:00,1004.36,-4.42,268.41,-9.5,67.46,4.4,2.97,1.43,1.84,2.95,1300.45,2.6,3.75,183.0
1524,11.01.2009 14:10:00,1003.43,-3.32,269.57,-8.67,66.29,4.78,3.17,1.61,1.97,3.16,1293.89,2.73,4.63,185.8
1530,11.01.2009 15:10:00,1003.45,-1.26,271.64,-7.59,61.86,5.57,3.45,2.12,2.14,3.43,1283.94,1.54,2.13,213.7
1536,11.01.2009 16:10:00,1003.71,-0.91,271.97,-7.44,61.01,5.72,3.49,2.23,2.16,3.47,1282.61,0.77,1.63,209.0
1542,11.01.2009 17:10:00,1004.22,-4.3,268.54,-7.67,77.2,4.44,3.43,1.01,2.12,3.41,1299.48,0.12,0.75,177.4
1548,11.01.2009 18:10:00,1004.34,-5.09,267.74,-8.0,79.9,4.18,3.34,0.84,2.07,3.32,1303.51,1.64,2.25,199.7
1554,11.01.2009 19:10:00,1004.24,-6.58,266.25,-8.24,87.9,3.73,3.28,0.45,2.03,3.26,1310.72,2.28,3.25,174.1
1560,11.01.2009 20:10:00,1004.11,-8.49,264.36,-9.56,91.9,3.21,2.95,0.26,1.83,2.94,1320.15,1.25,2.38,173.0
1566,11.01.2009 21:10:00,1004.09,-8.35,264.5,-9.24,93.2,3.25,3.03,0.22,1.88,3.01,1319.39,2.57,4.75,184.4
1572,11.01.2009 22:10:00,1004.11,-8.77,264.08,-10.14,89.7,3.14,2.82,0.32,1.75,2.81,1321.61,2.65,4.75,173.6
1578,11.01.2009 23:10:00,1003.71,-9.37,263.51,-10.65,90.3,3.0,2.71,0.29,1.68,2.7,1324.15,0.67,1.5,72.3
1584,12.01.2009 00:10:00,1003.25,-8.87,264.04,-10.59,87.2,3.12,2.72,0.4,1.69,2.71,1321.03,2.88,4.25,181.6
1590,12.01.2009 01:10:00,1002.64,-8.68,264.28,-10.52,86.4,3.16,2.73,0.43,1.7,2.73,1319.27,2.09,3.5,187.0
1596,12.01.2009 02:10:00,1002.21,-8.31,264.68,-10.36,85.0,3.26,2.77,0.49,1.72,2.76,1316.85,2.69,3.5,198.6
1602,12.01.2009 03:10:00,1002.01,-8.76,264.25,-10.65,86.1,3.14,2.71,0.44,1.68,2.7,1318.86,3.69,5.25,188.1
1608,12.01.2009 04:10:00,1001.78,-9.56,263.47,-11.18,87.9,2.95,2.6,0.36,1.61,2.59,1322.6,3.02,4.13,189.9
1614,12.01.2009 05:10:00,1001.35,-10.45,262.61,-12.02,88.1,2.75,2.42,0.33,1.51,2.42,1326.6,3.35,4.88,183.1
1620,12.01.2009 06:10:00,1000.98,-10.44,262.65,-11.99,88.3,2.75,2.43,0.32,1.51,2.43,1326.06,2.34,3.75,207.6
1626,12.01.2009 07:10:00,1000.72,-9.76,263.35,-11.66,85.9,2.91,2.5,0.41,1.55,2.49,1322.26,2.38,3.38,191.6
1632,12.01.2009 08:10:00,1000.67,-9.53,263.58,-11.55,85.1,2.96,2.52,0.44,1.57,2.52,1321.03,2.89,4.25,198.9
1638,12.01.2009 09:10:00,1000.42,-8.65,264.48,-11.22,81.5,3.17,2.59,0.59,1.61,2.58,1316.27,2.35,3.13,206.0
1644,12.01.2009 10:10:00,1000.15,-7.58,265.57,-10.84,77.3,3.45,2.67,0.78,1.66,2.67,1310.57,2.12,3.75,186.6
1650,12.01.2009 11:10:00,999.87,-5.39,267.78,-9.88,70.5,4.08,2.88,1.2,1.79,2.88,1299.4,2.61,3.63,211.5
1656,12.01.2009 12:10:00,998.63,-2.97,270.3,-8.71,64.36,4.91,3.16,1.75,1.97,3.16,1286.0,2.15,3.13,208.0
1662,12.01.2009 13:10:00,997.51,-0.06,273.29,-7.59,56.68,6.08,3.45,2.63,2.15,3.45,1270.75,2.1,3.5,190.6
1668,12.01.2009 14:10:00,996.69,0.88,274.3,-7.15,54.78,6.51,3.57,2.94,2.23,3.58,1265.28,1.67,2.5,202.0
1674,12.01.2009 15:10:00,996.24,1.87,275.32,-6.87,52.13,6.99,3.64,3.35,2.28,3.66,1260.14,1.67,2.75,205.2
1680,12.01.2009 16:10:00,996.12,0.49,273.96,-7.19,56.18,6.33,3.56,2.77,2.22,3.57,1266.35,2.2,3.75,199.0
1686,12.01.2009 17:10:00,995.87,-1.9,271.58,-7.26,66.55,5.31,3.53,1.78,2.21,3.55,1277.21,1.98,2.75,201.9
1692,12.01.2009 18:10:00,995.5,-3.0,270.51,-8.2,67.15,4.89,3.29,1.61,2.06,3.3,1282.03,2.8,4.13,209.2
1698,12.01.2009 19:10:00,995.4,-2.87,270.65,-9.11,61.88,4.94,3.06,1.88,1.91,3.07,1281.41,1.82,2.63,160.9
1704,12.01.2009 20:10:00,994.95,-3.77,269.78,-9.54,64.05,4.62,2.96,1.66,1.85,2.97,1285.19,1.93,3.63,155.7
1710,12.01.2009 21:10:00,994.89,-3.52,270.04,-9.84,61.32,4.71,2.89,1.82,1.81,2.9,1283.92,2.17,3.38,146.9
1716,12.01.2009 22:10:00,994.54,-4.42,269.16,-9.98,64.94,4.4,2.86,1.54,1.79,2.87,1287.79,2.61,4.5,155.0
1722,12.01.2009 23:10:00,993.99,-4.76,268.87,-10.28,65.05,4.29,2.79,1.5,1.75,2.81,1288.73,2.6,3.88,169.3
1728,13.01.2009 00:10:00,993.44,-5.3,268.36,-10.34,67.46,4.11,2.77,1.34,1.74,2.79,1290.64,2.53,4.0,168.3
1734,13.01.2009 01:10:00,992.93,-4.65,269.05,-9.82,66.96,4.32,2.89,1.43,1.81,2.91,1286.8,3.39,5.38,157.8
1740,13.01.2009 02:10:00,992.23,-4.62,269.14,-9.74,67.24,4.33,2.91,1.42,1.83,2.93,1285.75,3.63,5.13,175.7
1746,13.01.2009 03:10:00,991.77,-4.83,268.96,-9.64,68.84,4.26,2.93,1.33,1.84,2.96,1286.15,2.79,4.13,187.1
1752,13.01.2009 04:10:00,991.47,-4.99,268.83,-9.66,69.55,4.21,2.93,1.28,1.84,2.95,1286.5,3.2,4.13,200.2
1758,13.01.2009 05:10:00,991.16,-4.87,268.97,-9.58,69.39,4.25,2.95,1.3,1.85,2.97,1285.54,1.45,2.13,202.5
1764,13.01.2009 06:10:00,990.84,-4.18,269.69,-9.51,66.16,4.48,2.96,1.52,1.86,2.99,1281.79,0.82,1.75,282.0
1770,13.01.2009 07:10:00,990.85,-3.8,270.07,-9.36,65.1,4.61,3.0,1.61,1.89,3.03,1279.98,1.52,2.63,218.9
1776,13.01.2009 08:10:00,990.75,-3.6,270.28,-8.88,66.57,4.68,3.12,1.56,1.96,3.14,1278.83,1.03,3.0,204.7
1782,13.01.2009 09:10:00,990.97,-2.06,271.8,-8.57,60.83,5.25,3.19,2.06,2.01,3.22,1271.85,1.54,3.63,117.8
1788,13.01.2009 10:10:00,991.18,-1.08,272.77,-8.14,58.51,5.64,3.3,2.34,2.07,3.33,1267.49,0.47,1.13,213.8
1794,13.01.2009 11:10:00,990.7,1.78,275.68,-7.59,49.62,6.95,3.45,3.5,2.17,3.48,1253.6,2.69,4.5,169.2
1800,13.01.2009 12:10:00,990.1,2.61,276.56,-7.76,46.13,7.37,3.4,3.97,2.14,3.44,1249.1,3.36,4.88,164.1
1806,13.01.2009 13:10:00,989.64,3.92,277.91,-7.36,43.37,8.09,3.51,4.58,2.21,3.55,1242.57,4.22,5.63,170.8
1812,13.01.2009 14:10:00,989.06,4.22,278.26,-6.49,45.41,8.27,3.75,4.51,2.36,3.8,1240.36,2.93,4.0,167.3
1818,13.01.2009 15:10:00,988.89,4.36,278.41,-6.43,45.2,8.35,3.77,4.57,2.38,3.81,1239.53,2.05,2.88,188.4
1824,13.01.2009 16:10:00,988.91,2.64,276.68,-6.7,49.98,7.39,3.69,3.7,2.33,3.73,1247.33,1.87,3.0,187.5
1830,13.01.2009 17:10:00,988.87,0.45,274.49,-6.54,59.22,6.31,3.74,2.57,2.35,3.78,1257.22,2.5,3.5,203.7
1836,13.01.2009 18:10:00,988.75,-1.09,272.95,-6.81,64.94,5.64,3.66,1.98,2.31,3.7,1264.24,2.1,3.5,203.5
1842,13.01.2009 19:10:00,988.38,-1.98,272.08,-7.24,67.08,5.28,3.54,1.74,2.23,3.58,1267.98,3.55,4.38,198.5
1848,13.01.2009 20:10:00,988.53,-1.99,272.07,-7.8,64.25,5.28,3.39,1.89,2.14,3.43,1268.28,3.29,4.25,193.6
1854,13.01.2009 21:10:00,988.62,-2.89,271.15,-8.03,67.53,4.93,3.33,1.6,2.1,3.37,1272.65,3.65,5.5,187.1
1860,13.01.2009 22:10:00,988.75,-4.14,269.89,-8.11,73.7,4.49,3.31,1.18,2.08,3.35,1278.75,3.3,4.75,192.9
1866,13.01.2009 23:10:00,988.31,-4.56,269.51,-8.17,75.7,4.35,3.29,1.06,2.08,3.33,1280.15,3.0,4.0,183.9
1872,14.01.2009 00:10:00,987.97,-4.61,269.48,-8.37,74.8,4.34,3.24,1.09,2.04,3.28,1279.98,2.08,3.63,202.3
1878,14.01.2009 01:10:00,987.2,-5.97,268.18,-8.92,79.5,3.91,3.11,0.8,1.96,3.15,1285.57,2.47,3.75,194.3
1884,14.01.2009 02:10:00,987.16,-7.6,266.54,-9.61,85.4,3.44,2.94,0.5,1.86,2.98,1293.5,0.62,1.25,169.2
1890,14.01.2009 03:10:00,987.17,-6.13,268.02,-8.84,81.0,3.86,3.13,0.73,1.97,3.17,1286.31,1.7,3.25,207.8
1896,14.01.2009 04:10:00,986.7,-8.9,265.27,-10.83,85.8,3.11,2.67,0.44,1.68,2.7,1299.39,0.78,1.63,224.2
1902,14.01.2009 05:10:00,986.97,-9.89,264.26,-11.04,91.2,2.88,2.62,0.25,1.65,2.66,1304.65,1.35,3.0,89.9
1908,14.01.2009 06:10:00,986.76,-9.08,265.09,-10.31,90.7,3.07,2.78,0.29,1.76,2.82,1300.3,0.76,1.5,176.3
1914,14.01.2009 07:10:00,987.1,-10.1,264.04,-11.51,89.3,2.83,2.53,0.3,1.59,2.56,1305.92,1.27,2.88,147.2
1920,14.01.2009 08:10:00,987.09,-10.26,263.88,-11.55,90.2,2.79,2.52,0.27,1.59,2.55,1306.7,0.54,0.88,193.8
1926,14.01.2009 09:10:00,987.06,-9.42,264.72,-10.7,90.3,2.99,2.7,0.29,1.7,2.73,1302.41,0.54,1.88,137.6
1932,14.01.2009 10:10:00,987.2,-7.75,266.39,-10.05,83.4,3.4,2.84,0.57,1.79,2.88,1294.33,0.52,1.13,114.4
1938,14.01.2009 11:10:00,987.17,-6.27,267.88,-9.52,77.6,3.82,2.96,0.86,1.87,3.0,1287.06,0.77,1.38,197.6
1944,14.01.2009 12:10:00,987.02,-4.29,269.88,-8.94,69.82,4.44,3.1,1.34,1.96,3.14,1277.29,0.29,0.63,208.7
1950,14.01.2009 13:10:00,986.47,-0.43,273.8,-7.27,59.66,5.92,3.53,2.39,2.23,3.58,1258.3,0.45,1.0,112.4
1956,14.01.2009 14:10:00,986.57,-1.58,272.63,-7.44,64.13,5.44,3.49,1.95,2.2,3.54,1263.79,0.4,1.0,165.5
1962,14.01.2009 15:10:00,986.76,-1.61,272.58,-7.39,64.52,5.43,3.5,1.92,2.21,3.55,1264.19,0.69,0.88,221.2
1968,14.01.2009 16:10:00,987.1,-1.25,272.92,-6.58,66.86,5.57,3.73,1.85,2.35,3.78,1262.82,0.65,1.5,170.3
1974,14.01.2009 17:10:00,987.53,-1.24,272.9,-5.85,70.7,5.58,3.94,1.63,2.49,3.99,1263.22,0.37,0.88,111.3
1980,14.01.2009 18:10:00,988.08,-1.65,272.45,-4.54,80.5,5.41,4.36,1.06,2.75,4.41,1265.62,0.29,0.88,239.7
1986,14.01.2009 19:10:00,988.57,-1.83,272.22,-4.62,81.1,5.34,4.33,1.01,2.73,4.38,1267.12,0.63,1.25,170.0
1992,14.01.2009 20:10:00,988.98,-1.6,272.42,-3.64,85.9,5.43,4.67,0.77,2.94,4.72,1266.41,0.77,1.5,154.5
1998,14.01.2009 21:10:00,989.24,-0.85,273.15,-2.38,89.3,5.74,5.13,0.61,3.23,5.18,1263.03,0.65,1.5,186.6
2004,14.01.2009 22:10:00,989.61,0.14,274.11,-1.44,89.1,6.17,5.5,0.67,3.46,5.55,1258.77,0.34,0.88,64.63
2010,14.01.2009 23:10:00,989.91,0.23,274.19,-1.4,88.7,6.21,5.51,0.7,3.47,5.57,1258.71,0.75,1.63,143.8
2016,15.01.2009 00:10:00,990.27,0.5,274.42,-0.84,90.7,6.33,5.74,0.59,3.62,5.8,1257.83,1.57,3.0,220.1
2022,15.01.2009 01:10:00,990.51,0.68,274.59,-0.56,91.4,6.42,5.86,0.55,3.69,5.92,1257.25,1.0,1.63,207.0
2028,15.01.2009 02:10:00,991.14,0.14,273.99,-0.93,92.5,6.17,5.71,0.46,3.59,5.76,1260.61,0.8,1.5,148.5
2034,15.01.2009 03:10:00,991.33,0.23,274.07,-0.56,94.4,6.21,5.86,0.35,3.69,5.91,1260.35,0.19,0.63,89.2
2040,15.01.2009 04:10:00,991.66,-0.3,273.52,-0.94,95.4,5.98,5.7,0.27,3.58,5.75,1263.29,0.27,0.75,151.9
2046,15.01.2009 05:10:00,992.08,-0.16,273.62,-0.72,96.0,6.04,5.79,0.24,3.64,5.84,1263.15,0.83,1.75,92.7
2052,15.01.2009 06:10:00,992.8,0.12,273.85,-0.57,95.1,6.16,5.86,0.3,3.68,5.9,1262.73,1.19,2.13,227.4
2058,15.01.2009 07:10:00,993.05,-0.17,273.54,-1.04,93.8,6.03,5.66,0.37,3.55,5.7,1264.5,0.27,0.75,30.25
2064,15.01.2009 08:10:00,993.42,0.01,273.68,-0.85,93.9,6.11,5.74,0.37,3.6,5.78,1264.11,0.61,1.25,179.1
2070,15.01.2009 09:10:00,993.75,0.3,273.95,-0.62,93.5,6.24,5.84,0.41,3.66,5.88,1263.11,0.22,0.63,143.2
2076,15.01.2009 10:10:00,994.08,0.09,273.71,-1.08,91.8,6.15,5.64,0.5,3.54,5.68,1264.63,1.12,1.88,127.8
2082,15.01.2009 11:10:00,994.55,1.36,274.94,-0.5,87.4,6.74,5.89,0.85,3.69,5.92,1259.26,0.79,1.38,188.5
2088,15.01.2009 12:10:00,994.85,2.02,275.59,-0.32,84.4,7.07,5.97,1.1,3.74,6.0,1256.55,0.31,0.75,113.7
2094,15.01.2009 13:10:00,994.52,2.19,275.79,-0.25,83.8,7.16,6.0,1.16,3.76,6.03,1255.34,1.02,1.5,142.6
2100,15.01.2009 14:10:00,994.16,2.32,275.94,-0.48,81.7,7.22,5.9,1.32,3.7,5.93,1254.38,1.42,2.0,144.2
2106,15.01.2009 15:10:00,994.46,4.13,277.73,-0.11,73.8,8.21,6.06,2.15,3.8,6.09,1246.49,1.38,2.0,15.4
2112,15.01.2009 16:10:00,994.65,2.13,275.71,-0.66,81.7,7.12,5.82,1.3,3.65,5.85,1255.88,1.17,1.75,33.74
2118,15.01.2009 17:10:00,995.56,0.32,273.83,-1.25,89.1,6.25,5.57,0.68,3.49,5.6,1265.45,0.31,0.63,3.44
2124,15.01.2009 18:10:00,995.68,-0.8,272.7,-1.96,91.8,5.76,5.29,0.47,3.31,5.31,1270.97,0.24,0.88,154.3
2130,15.01.2009 19:10:00,996.36,-1.84,271.6,-2.6,94.5,5.33,5.04,0.29,3.15,5.06,1276.84,0.25,0.63,67.36
2136,15.01.2009 20:10:00,996.62,-2.91,270.52,-3.48,95.8,4.93,4.72,0.21,2.95,4.74,1282.35,0.3,0.63,199.4
2142,15.01.2009 21:10:00,996.83,-3.28,270.12,-3.77,96.4,4.79,4.62,0.17,2.89,4.63,1284.48,0.38,0.63,182.5
2148,15.01.2009 22:10:00,997.09,-3.43,269.95,-3.84,97.0,4.74,4.59,0.14,2.87,4.61,1285.53,0.42,0.75,199.3
2154,15.01.2009 23:10:00,997.35,-3.65,269.71,-4.0,97.4,4.66,4.54,0.12,2.84,4.55,1286.92,1.11,1.5,202.2
2160,16.01.2009 00:10:00,997.6,-4.04,269.31,-4.33,97.8,4.53,4.43,0.1,2.76,4.44,1289.15,1.17,1.63,143.0
2166,16.01.2009 01:10:00,997.69,-4.12,269.22,-4.4,97.9,4.5,4.41,0.09,2.75,4.42,1289.66,1.38,2.0,177.8
2172,16.01.2009 02:10:00,997.77,-4.71,268.62,-5.0,97.8,4.3,4.21,0.09,2.63,4.22,1292.72,0.82,1.38,203.3
2178,16.01.2009 03:10:00,997.93,-4.88,268.44,-5.18,97.7,4.25,4.15,0.1,2.59,4.16,1293.75,1.02,1.63,147.3
2184,16.01.2009 04:10:00,998.08,-5.17,268.14,-5.5,97.5,4.15,4.05,0.1,2.53,4.06,1295.41,1.0,1.5,197.9
2190,16.01.2009 05:10:00,998.43,-5.12,268.16,-5.45,97.5,4.17,4.07,0.1,2.54,4.07,1295.6,0.59,1.0,236.7
2196,16.01.2009 06:10:00,998.42,-4.61,268.67,-4.94,97.5,4.33,4.23,0.11,2.64,4.23,1293.07,0.78,1.5,188.3
2202,16.01.2009 07:10:00,998.67,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.85,1.8,2.88,174.7
2208,16.01.2009 08:10:00,998.83,-4.35,268.9,-4.67,97.6,4.42,4.32,0.11,2.69,4.32,1292.29,1.83,2.75,193.0
