Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200508,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40322,Enplaned,40322,2005,August
200508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,61872,Deplaned,61872,2005,August
200508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,61768,Enplaned,61768,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,55842,Deplaned,55842,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,27930,Deplaned,27930,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,56087,Enplaned,56087,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26098,Enplaned,26098,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,676,Thru / Transit * 2,1352,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,420430,Deplaned,420430,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,398135,Enplaned,398135,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,11585,Thru / Transit * 2,23170,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,79131,Deplaned,79131,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68861,Enplaned,68861,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,4059,Thru / Transit * 2,8118,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8903,Deplaned,8903,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7874,Enplaned,7874,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1475,Thru / Transit * 2,2950,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13895,Deplaned,13895,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12145,Enplaned,12145,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,29236,Deplaned,29236,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,29920,Enplaned,29920,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,863,Thru / Transit * 2,1726,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,9397,Deplaned,9397,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9275,Enplaned,9275,2005,August
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,78,Thru / Transit * 2,156,2005,August
200508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10685,Deplaned,10685,2005,August
200508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11072,Enplaned,11072,2005,August
200508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,2300,Deplaned,2300,2005,August
200508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,2251,Enplaned,2251,2005,August
200509,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17341,Deplaned,17341,2005,September
200509,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18541,Enplaned,18541,2005,September
200509,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,4412,Thru / Transit * 2,8824,2005,September
200509,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 1,B,24473,Deplaned,24473,2005,September
200509,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 1,B,26120,Enplaned,26120,2005,September
200509,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4416,Deplaned,4416,2005,September
200509,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4568,Enplaned,4568,2005,September
200509,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,10731,Deplaned,10731,2005,September
200509,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,11337,Enplaned,11337,2005,September
200509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4565,Deplaned,4565,2005,September
200509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4295,Enplaned,4295,2005,September
200509,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,7057,Deplaned,7057,2005,September
200509,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,6806,Enplaned,6806,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,31117,Deplaned,31117,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,33742,Enplaned,33742,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,3843,Thru / Transit * 2,7686,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,6635,Deplaned,6635,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,7783,Enplaned,7783,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,161,Thru / Transit * 2,322,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5446,Deplaned,5446,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7674,Enplaned,7674,2005,September
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1504,Thru / Transit * 2,3008,2005,September
200509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5875,Deplaned,5875,2005,September
200509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5960,Enplaned,5960,2005,September
200509,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,135043,Deplaned,135043,2005,September
200509,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135944,Enplaned,135944,2005,September
200509,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4240,Deplaned,4240,2005,September
200509,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4166,Enplaned,4166,2005,September
200509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4792,Deplaned,4792,2005,September
200509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5140,Enplaned,5140,2005,September
200509,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,108,Deplaned,108,2005,September
200509,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,315,Enplaned,315,2005,September
200509,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20455,Deplaned,20455,2005,September
200509,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20635,Enplaned,20635,2005,September
200509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,8370,Deplaned,8370,2005,September
200509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9874,Enplaned,9874,2005,September
200509,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9154,Deplaned,9154,2005,September
200509,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9486,Enplaned,9486,2005,September
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Low Fare,Terminal 1,C,17291,Deplaned,17291,2005,September
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,68347,Deplaned,68347,2005,September
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Low Fare,Terminal 1,C,17453,Enplaned,17453,2005,September
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,67160,Enplaned,67160,2005,September
200509,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9931,Deplaned,9931,2005,September
200509,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10752,Enplaned,10752,2005,September
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13426,Deplaned,13426,2005,September
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12989,Enplaned,12989,2005,September
200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7735,Deplaned,7735,2005,September
200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7624,Enplaned,7624,2005,September
200509,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4648,Deplaned,4648,2005,September
200509,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4401,Enplaned,4401,2005,September
200509,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,1996,Deplaned,1996,2005,September
200509,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,1677,Enplaned,1677,2005,September
200509,Independence Air,DH,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,5218,Deplaned,5218,2005,September
200509,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,5503,Enplaned,5503,2005,September
200509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7087,Deplaned,7087,2005,September
200509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8264,Enplaned,8264,2005,September
200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9562,Deplaned,9562,2005,September
200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9513,Enplaned,9513,2005,September
200509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4344,Deplaned,4344,2005,September
200509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3448,Enplaned,3448,2005,September
200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20535,Deplaned,20535,2005,September
200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21379,Enplaned,21379,2005,September
200509,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,1781,Deplaned,1781,2005,September
200509,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,1751,Enplaned,1751,2005,September
200509,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,3986,Deplaned,3986,2005,September
200509,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,4823,Enplaned,4823,2005,September
200509,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,2913,Deplaned,2913,2005,September
200509,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2867,Enplaned,2867,2005,September
200509,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,48138,Deplaned,48138,2005,September
200509,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,47061,Enplaned,47061,2005,September
200509,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,5857,Deplaned,5857,2005,September
200509,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5615,Enplaned,5615,2005,September
200509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8323,Deplaned,8323,2005,September
200509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7875,Enplaned,7875,2005,September
200509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15259,Deplaned,15259,2005,September
200509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14251,Enplaned,14251,2005,September
200509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6356,Deplaned,6356,2005,September
200509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6666,Enplaned,6666,2005,September
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,96832,Deplaned,96832,2005,September
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,95008,Enplaned,95008,2005,September
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3581,Deplaned,3581,2005,September
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,3457,Enplaned,3457,2005,September
200509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3686,Deplaned,3686,2005,September
200509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3592,Enplaned,3592,2005,September
200509,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,3790,Deplaned,3790,2005,September
200509,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,3529,Enplaned,3529,2005,September
200509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,35942,Deplaned,35942,2005,September
200509,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,36632,Enplaned,36632,2005,September
200509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34782,Deplaned,34782,2005,September
200509,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34761,Enplaned,34761,2005,September
200509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,50133,Deplaned,50133,2005,September
200509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,49094,Enplaned,49094,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,50351,Deplaned,50351,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678,Deplaned,24678,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,50235,Enplaned,50235,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23767,Enplaned,23767,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,483,Thru / Transit * 2,966,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357533,Deplaned,357533,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,360563,Enplaned,360563,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8271,Thru / Transit * 2,16542,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,63027,Deplaned,63027,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,62403,Enplaned,62403,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3163,Thru / Transit * 2,6326,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8048,Deplaned,8048,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7750,Enplaned,7750,2005,September
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1264,Thru / Transit * 2,2528,2005,September
