V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y128,9063.275982,8957.784784,8984.731108,9040.322023,8962.602073,9062.888112,8956.809346,8713.13455,8671.850093,8642.521565,8682.214566,8844.741839,9007.285632,8901.729701,8914.385796,8968.360418,8813.086291,8882.780707,9139.978246,,,,,,
Y129,6469.806318,6526.257103,6331.830491,6162.739706,5684.486735,5337.926181,5093.499153,5086.955199,5161.825628,5054.160866,4842.698518,4689.82477,4958.815885,4438.830483,4094.753536,4332.8948,4062.364101,3773.118628,3469.471567,,,,,,
Y130,7553.088947,7102.034182,7335.120145,7428.167776,7338.448322,7303.014439,7227.438732,7192.478696,7250.979609,7122.798003,6983.624568,6968.737691,6963.070204,6968.422143,6780.641972,6850.032996,6888.0612,6885.460169,6939.489819,,,,,,
Y131,7227.191585,7357.01381,7281.148942,8210.353087,7581.691845,7959.850558,8040.103667,7919.273401,7805.950797,7856.983625,7796.518989,8157.470654,7855.366781,7669.360134,7250.557081,7865.684038,8055.077634,7775.321211,7566.589346,,,,,,
Y132,7155.142673,7403.280611,7464.511759,7354.883567,7056.644632,7011.139661,6837.777087,6824.18126,7036.853805,6751.431232,6792.693061,6641.049514,6666.078163,6639.655528,6730.408076,6801.817828,6760.843945,6611.980013,6626.624131,,,,,,
Y133,890.5375777,836.5947749,843.9002158,905.6912373,1070.994573,1346.48804,2671.871879,3673.90921,3293.455028,3561.70531,3656.222036,3876.443429,3972.191839,4149.62286,4564.938139,,,,,,,,,,
Y134,1662.404911,1778.410977,1740.419814,1823.174339,1904.05789,1884.695528,1859.731783,1951.349828,1877.276073,1925.221139,2061.363886,2344.831768,2292.293211,2079.054323,1969.030899,2131.4533,2163.505905,2321.626063,2389.818108,,,,,,
Y135,701.81501,783.8121713,878.4074144,999.0288195,1177.437544,1390.073263,1562.008931,1762.3784,1991.600842,2312.845348,2684.807978,3063.738575,3313.447005,3557.331064,3807.355808,4034.448738,4281.071657,4692.552406,5367.391894,,,,,,
Y136,237.3161224,247.1102456,251.9856002,260.9664148,291.3560098,295.8969056,329.2914595,366.4463695,403.358913,448.7356994,500.7470193,573.8452714,640.3180921,706.6645652,727.1354247,728.7601329,798.619205,1005.772619,919.5718222,,,,,,
Y137,126.1018975,128.4683337,134.5792408,143.9939659,150.2293567,152.1172992,158.3777637,169.5366817,178.5660941,197.2224105,208.8091646,221.6526418,234.7923413,241.1492669,263.3225859,277.5410103,293.0190933,316.6037361,343.846882,,,,,,
Y138,1957.859554,1803.999304,1759.633372,1935.644038,2079.023524,2376.995573,2509.79125,2544.843917,2581.818124,2684.382344,2996.993813,3057.498306,3091.974187,3311.038894,3820.571427,4306.439773,4349.944524,4596.329468,5046.566143,,,,,,
Y139,2694.054621,3030.711718,3468.846494,3744.483336,4093.755484,3062.743386,1317.228493,2440.319744,2561.814119,3053.56335,3474.520837,3855.605503,2331.882462,3082.726231,4713.815997,6078.491954,5596.155617,6966.520639,5070.971344,,,,,,
Y140,4488.453752,4600.309738,4244.842569,4204.206953,4349.974924,4582.610551,4669.910142,4692.779427,4819.344076,5169.38946,5525.611551,5358.389139,5510.888176,5614.211187,6051.208443,,,,,,,,,,
Y141,219.7615971,234.9044364,244.2221176,256.159595,292.7029949,285.4868291,295.3084098,340.1098595,407.7273114,477.6949742,608.8352731,724.5326736,722.4337401,838.795773,1069.861514,1208.638249,1297.834589,1405.036305,1515.675943,,,,,,
Y142,568.6524077,626.361442,670.2982893,746.8531871,758.8917869,685.8400813,810.4614825,853.281815,800.7216475,818.8925017,775.4889951,963.9149273,1126.354264,1108.162003,1222.200391,1390.118646,1660.37796,1895.143366,2153.346737,,,,,,
Y143,136.5509198,153.3619047,158.7407617,164.09971,170.6688006,180.0345894,194.6598187,207.5626798,207.2041296,216.763532,224.6305903,237.3900506,244.9475338,255.1845602,274.7193072,293.5477006,311.7683371,343.3750191,367.2895311,,,,,,
Y144,468.6129648,583.5330119,586.9831503,572.8668045,575.6781038,620.4311418,695.9127715,723.8103422,675.425612,649.421502,643.2787959,673.4150727,733.572689,784.655789,846.9133901,887.4683062,1018.539547,1025.597766,1068.83207,,,,,,
Y145,1407.177076,1575.994866,1708.35238,1865.639261,2184.822359,2493.359014,2832.728046,3209.125723,3591.693883,4019.937729,4038.257554,4159.475917,4047.060229,4355.342818,4700.23775,4945.917379,5258.234512,5557.125158,6043.246892,,,,,,
Y146,1635.686633,1582.23093,1777.619594,1571.047863,1398.678964,1543.417421,1640.412009,1697.44187,1774.07941,1989.829831,2183.254224,2296.25218,2591.81497,2784.761733,3071.25398,3508.459901,4086.071587,4500.554889,4720.695539,,,,,,
Y147,1135.895918,1015.812029,981.4609904,1069.599196,1166.371366,1268.403176,1340.097555,1424.536668,1489.437399,1598.541569,1674.357145,1772.538188,1890.298018,2000.146273,2141.952496,,,,,,,,,,
Y148,263.731761,296.3369169,321.7904854,309.5772019,336.4187123,353.4248387,366.1303392,414.7152475,430.4230448,461.6300633,491.6580894,536.9601623,565.7417004,572.1295251,592.4216724,619.4404935,651.1891436,692.0532652,779.3153432,,,,,,
Y149,56.2089583,68.41782705,72.11134591,69.73452511,80.16530514,86.15067274,95.03154518,101.5095604,108.3812688,105.8954004,116.2388148,132.4873729,147.8428955,164.2048743,173.2418952,189.0036839,207.5719628,219.1326923,237.3658075,,,,,,
Y150,3111.335729,3039.062467,3118.208988,3158.798916,3248.64511,3161.962961,3220.288514,3256.511855,3628.166713,3855.267308,4011.480558,4353.919339,4414.280237,4284.094088,4372.302294,4548.137351,4541.057875,4830.353958,4967.022317,,,,,,
Y151,99.44037089,107.4423511,122.4254136,134.8717832,160.7010441,209.4913201,252.1256545,298.462508,328.2676653,367.5918592,415.7712956,493.220698,594.8469106,587.3903905,618.8036183,663.2873672,674.4476133,714.3639659,826.5173239,,,,,,
Y152,198.2906976,213.4714559,216.9893692,213.054559,232.4615301,260.8685095,272.6657086,288.2828421,297.6645798,310.6618315,329.5893324,348.433326,357.8997531,369.5449833,390.0692314,449.2533139,568.1292617,623.4018065,729.8338994,,,,,,
Y153,9420.507809,8413.278414,7243.64579,6101.647035,6127.955145,6008.397557,5813.402431,5950.72458,5438.348871,5590.340489,6424.275766,7189.066374,7674.360208,8504.765074,9642.566383,,,,,,,,,,
Y154,444.6742582,534.6221216,689.304011,751.7082532,899.9712468,1259.356178,1285.922428,1299.317902,1559.881857,1664.94217,1919.172722,2077.446327,2163.030687,2600.309358,2600.218762,2471.555494,2437.049429,2924.163628,3186.815861,,,,,,
Y155,2417.941264,2805.68108,2966.446665,2562.772483,2894.898121,2993.335442,2960.257422,2924.241545,2904.5871,2995.427468,3495.532192,4642.766148,5597.887893,5895.852583,4997.331224,4916.737062,5348.319505,5533.500084,4877.369931,,,,,,
Y156,115.5572118,129.7677394,132.9864963,133.3829413,141.0613053,151.5869984,162.6195718,168.4221123,170.6756646,176.0595202,189.6934208,199.6598488,211.6086572,220.0172761,240.4028073,250.6126029,266.0155064,282.6177315,303.2350907,,,,,,
Y157,234.0458995,243.4536612,247.6701673,256.0124567,286.4365779,290.6680463,323.3655096,359.6087208,395.9607061,440.8391694,491.4853531,562.7951965,628.1809986,693.3505961,710.7676401,711.55268,781.3971941,979.386761,887.7919324,,,,,,
Y158,123.8928359,126.1488547,131.7010667,140.7789866,147.2684792,149.8797257,156.1274774,167.0955109,175.9835099,194.111152,205.4322974,218.5713901,231.7271534,238.2045451,260.161378,274.750517,290.3991658,313.912275,341.4864885,,,,,,
Y159,521.3397029,458.6618047,356.5633836,433.4550643,452.2962821,486.4747384,423.4011395,485.6595787,532.1773049,594.9047113,685.1026459,682.6768327,783.535075,881.8948408,1277.457505,1351.725962,1498.915531,1698.570182,1930.594708,,,,,,
Y160,41.64020449,48.57824728,52.80549114,55.86419695,59.73071407,65.60089783,71.44612232,78.03086932,84.97212179,93.94642765,106.4582462,118.230123,130.0159057,140.7932934,159.2256664,170.420717,192.8094462,217.2814368,253.3248264,,,,,,
Y161,1381.52572,1500.09493,1707.586385,1864.051364,2037.143614,2002.050071,2248.798842,2568.965377,2587.145975,2574.230039,2812.624776,3005.589793,3122.326902,3446.331678,3812.269271,4300.749457,4418.871805,4529.107705,4867.89419,,,,,,
Y162,735.8116157,748.6014507,847.1071103,924.8979143,987.7131554,1008.461398,1017.697874,1143.314409,1159.031417,1205.140309,1270.17224,1184.757249,1451.357433,1840.487061,1971.091815,2324.10842,2492.47825,3095.491922,3977.56258,,,,,,
Y163,138.6617763,152.4189946,155.3205564,160.649912,165.0145748,150.6371826,149.4957875,140.6267869,162.0492049,153.6818498,163.5476685,190.2831009,219.4816828,252.1203428,260.9602274,259.7841087,255.5574958,282.6033822,314.4840939,,,,,,
Y164,2422.464421,2418.270779,2454.771307,2483.887997,2546.900618,2495.835908,2603.199285,2696.615615,2977.948178,3180.504579,3551.477344,3760.720414,3895.74818,3895.0129,4054.323257,4259.03804,4350.368566,4623.510348,4572.461179,,,,,,
Y165,228.8728495,231.001769,227.1073154,218.5790203,259.0280181,286.4771298,281.0489995,290.3044925,296.8607842,310.1963387,336.591936,354.1343445,357.743955,372.752146,416.8394187,458.5316083,564.0969945,604.3635694,763.2817145,,,,,,
Y166,1748.157871,1945.963791,2088.989335,2102.395695,2279.484614,2259.626552,2219.106963,2287.082078,2418.318684,2558.406104,3063.249426,2884.911794,2888.581246,3093.308004,3184.739982,3082.035586,2902.027451,2462.201817,2458.344694,,,,,,
Y167,2846.41152,2935.776535,2868.537505,2921.570195,2983.683248,2912.914973,2979.816027,2979.51027,2979.621408,2743.772249,3157.913177,3231.34513,3374.322143,3281.132998,3761.842387,4318.62191,4766.644301,5058.733017,5091.967768,,,,,,
Y168,195.5177921,207.1437531,250.7195095,198.9602814,280.3779052,279.5941755,249.064379,285.5579897,298.5758581,371.5528824,413.1434471,464.938251,581.8057066,533.3141045,737.4902343,890.3541191,996.904371,1047.06845,1192.994527,,,,,,
Y169,771.9770667,768.7907642,814.8675187,840.3618991,995.5340218,1012.243849,1096.573338,1179.030355,1290.691608,1329.996219,1513.050428,1642.232456,1755.698939,1795.359106,1984.167067,2224.876273,2351.938572,2504.918547,2694.71341,,,,,,
Y170,485.495264,506.5550828,484.6361078,524.9077464,551.7911108,568.1833889,600.9021392,633.9018008,634.2083608,657.6114508,686.9859077,711.0203113,724.9969839,762.3791133,801.9061653,820.9949708,864.2640589,924.1535534,997.8013778,,,,,,
Y171,988.981623,977.530411,952.0470182,930.973733,943.6647924,878.4511241,924.8560345,962.2098373,988.7294712,1012.172624,1017.436374,1070.832247,1129.734483,1203.104711,1191.658125,1154.940357,1238.801957,1484.863575,1302.411761,,,,,,
Y172,6126.40086,6796.807904,6959.542562,7581.777883,7730.444574,8175.309933,8336.944103,7630.457654,7357.882754,7403.406348,7441.195083,6341.585414,7049.336311,9025.120433,8079.091859,8126.165121,7854.403951,7513.177509,6979.369103,,,,,,
Y173,2407.496363,2472.365409,2785.891002,3068.76562,3253.619429,3289.003958,3791.715386,3695.03058,3391.737727,3494.65723,3271.785588,3548.94478,4049.396659,4161.056033,3664.254386,4493.79925,4875.965574,5362.444277,5641.782333,,,,,,
Y174,612.2470632,708.5958069,704.9370265,683.4703271,744.6920711,805.2862917,810.4046867,800.2547749,796.087588,846.6108571,915.5240283,979.8421243,996.1648508,1028.939699,1079.657654,1143.383584,1162.022542,1173.26213,1193.520136,,,,,,
Y175,2189.038305,2171.847013,2129.101713,2744.201364,3087.969668,2998.048935,2919.996963,2901.915337,2974.110924,2946.804346,2653.822386,2819.796862,2659.201343,2623.362588,2439.582666,2752.69963,2860.941604,2811.923111,2872.133727,,,,,,
Y176,1081.945179,984.6648008,935.6457365,1035.410665,1077.561252,1209.121407,1229.382323,1190.640043,1172.508376,1167.758932,1253.853341,1222.769389,1179.949986,1193.689047,1273.284016,1314.473301,1241.907365,1226.779984,1283.211898,,,,,,
Y177,567.1018942,560.4853474,599.9814125,634.6302244,641.3553827,657.9889127,646.4638338,642.0715191,644.7160613,692.6220034,720.2721105,763.5033159,788.0929321,822.279522,861.2417013,877.3315107,891.5498957,947.382569,1013.469259,,,,,,
Y178,1243.421429,1302.135263,1390.113383,1389.574457,1490.176391,1405.40512,1339.749627,1326.495521,1376.582761,1441.865272,1679.878424,1567.348914,1562.135055,1659.242768,1676.529905,1603.061178,1469.752431,1206.751678,1162.021679,,,,,,
Y179,725.6245309,712.9724172,677.2282172,681.7672939,676.3827054,644.8691695,664.7794118,655.2907859,641.209252,675.3714591,659.9903748,685.8995981,695.7469721,730.3148991,771.3819683,867.3429328,829.3790374,881.8423564,938.0249505,,,,,,
Y180,403.7611002,413.1762166,439.4970159,446.8502576,434.4558594,447.7372168,481.434437,508.6095385,569.0095733,605.4607942,660.7425855,736.4170782,825.4162215,923.0373195,964.3450462,978.4418209,1044.718738,1101.031384,1187.86968,,,,,,
Y181,4133.766895,4060.055288,4256.661934,4351.144969,5054.453138,5038.379171,5292.59296,5530.19094,5820.560347,5698.071351,6240.166636,6430.058976,6586.21513,6355.798293,6360.281197,6549.62086,6553.702876,6539.925294,6534.781754,,,,,,
Y182,1402.625208,1557.539415,1386.680664,1433.519354,1430.329898,1411.178367,1635.974079,1934.879463,1986.167684,1995.196878,1990.225305,2055.974762,2110.062254,2120.661057,2159.319645,2195.926646,,,,,,,,,
Y183,4117.617,4173.095,4232.095,4293.84,4357.527,4423.223,4490.992,4561.361,4635.885,4714.676,4797.344,4752.489,4826.015,4919.586,5026.044,5134.818,5201.25,5247.469,5350.384,,,,,,
Y184,826.7337,851.06,869.1212,885.7924,906.4017,927.7087,950.0606,971.2569,991.5267,1013.1729,1036.1273,1059.8814,1079.4968,1100.1483,1121.8304,1143.9384,1165.5083,1187.2264,1210.166,,,,,,
Y185,1095.61,1111.966,1130.445,1140.395,1148.378,1154.371,1162.801,1174.251,1185.336,1197.418,1210.647,1224.467,1238.786,1254.604,1272.439,1287.808,1300.177,1311.56,1324.437,,,,,,
Y186,1224.627,1255.619,1271.611,1299.452,1325.223,1340.031,1339.977,1344.846,1344.772,1353.539,1366.198,1381.753,1401.167,1422.47,1444.676,1469.729,1489.836,1511.816,1532.751,,,,,,
Y187,3265.126,3295.871,3327.728,3360.888,3394.246,3427.409,3459.992,3491.938,3522.993,3552.851,3581.239,3609.8,3638.919,3666.54,3694.339,3723.153,3753.628,3786.019,3818.983,,,,,,
Y188,1631.1,1646.4,1663,1684.7,1704,1732.5,1758.3,1782.9327,1805.5948,1822.583,1840.3414,1856.6932,1868.0721,1881.3131,1892.7081,1902.7367,1914.0783,1928.4814,1972.0984,,,,,,
Y189,3517.21,3582.97,3647.735,3713.496,3779.257,3846.014,3903.067,3950.849,4007.3,4074.97,4149.157,4216.031,4286.552,4374.477,4468.393,4565.747,4676.017,4786.986,4894.178,,,,,,
Y190,11199.67141,10555.37916,10404.61296,11134.83806,10935.92303,7762.715931,7403.897778,7537.577986,8247.283463,8425.21549,9762.497403,8393.256247,8356.197501,7902.266436,7971.649752,8857.261595,7985.006608,7937.732115,8802.091646,,,,,,
Y191,15375.91795,13531.56613,14051.74032,14636.97935,13415.77122,9958.786612,9355.914303,8444.181348,8077.01077,8398.052082,12926.40673,12182.64931,11717.89739,10004.08143,9639.319497,8944.801662,9752.5764,10165.66495,9776.487772,,,,,,
Y192,6091.405489,5996.055285,5960.552692,6735.952146,6461.825093,6141.14493,6746.960103,6301.903442,6396.151873,6093.073539,5829.998774,5824.141848,6604.48674,7322.764195,6793.454889,7502.001634,7348.335856,7561.253154,8137.320362,,,,,,
Y193,6409.587845,7317.665291,8130.345624,7966.315324,7900.142498,7918.198157,8059.263068,8081.355686,7639.337325,6700.759637,6805.626349,6965.771479,7251.056598,7578.241663,7750.599523,7852.594149,7865.716026,7878.217296,7939.297592,,,,,,
Y194,7374.515693,7760.922169,5228.887339,5059.758669,5281.740481,5475.73918,5309.481622,5161.916962,5062.974576,5144.930729,5124.002921,5331.474331,5318.604408,5441.216325,5563.080186,5575.853077,5519.238228,5408.211713,5301.496919,,,,,,
Y195,4861.5938,4938.30019,5207.026251,5363.089678,5289.110888,5353.87756,5393.593019,5464.612477,5550.367706,5424.149892,5435.63483,5490.069545,5688.918117,5765.689302,6140.676998,6281.726425,6312.781321,6189.434866,5448.369828,,,,,,
Y196,4713.110414,4804.775309,4967.99868,5039.018227,5045.312445,5119.765676,5226.457745,5168.755335,5137.963629,4993.122091,5062.495892,5131.836277,5386.691216,5797.862937,6034.260293,6150.866617,6131.386244,6142.353437,5997.401041,,,,,,
Y197,3141.295617,3242.806926,3524.569791,4481.677103,5114.379749,4284.435203,4123.60227,3806.473793,4078.141637,4048.585502,3625.321345,4062.726299,3441.84,3485.23667,3431.406466,2597.733252,2415.64619,2804.869779,2957.554951,,,,,,
Y198,5065.641738,5035.707435,5098.84741,5142.737854,5192.945847,5264.043469,5264.25855,5246.065036,5181.636111,5096.723691,5052.125337,5085.302153,4792.40033,5555.547515,5796.80625,4958.212527,4631.248069,4622.756778,4822.619115,,,,,,
Y199,11756.6571,12602.48464,14245.94015,14613.11726,14355.41936,14742.72044,15342.7863,15380.41192,12999.72655,11259.964,11070.89306,9164.15497,9177.641237,8784.853532,8692.91388,8966.45016,8636.318979,8159.046857,7696.271994,,,,,,
Y200,10431.46777,16827.94998,15566.31162,12450.64017,10481.64492,9944.51775,10160.20637,9907.146822,9551.182269,8778.011139,7704.140251,7811.022142,8776.970952,9499.470595,10829.69987,10892.35267,10817.0643,10444.57206,10282.64592,,,,,,
Y201,10063.55137,9855.165261,9833.059583,9576.264091,8806.220145,8618.496704,8513.292895,8420.722899,8577.153078,8545.536602,8406.212499,8290.190262,8316.307486,8122.201212,7794.430188,7348.040775,7196.153881,7841.087152,9209.908155,,,,,,
Y202,8285.450873,8414.71019,8350.378679,8410.04509,8415.570214,8532.464621,8533.023812,8551.07257,8380.289115,8201.558347,8079.779928,8152.30987,7668.348235,8868.294177,9102.49723,8718.914263,7836.994872,8029.364257,8514.960584,,,,,,
Y203,5274.996582,4727.953976,5604.623815,6296.339956,6148.09069,6568.215627,8294.778282,9703.394077,8407.631989,9924.051415,16700.54684,19118.18343,13147.68519,11071.64284,14210.82105,9528.845273,6638.180411,6353.772145,6476.351915,,,,,,
Y204,6655.628234,6934.680203,7061.952933,7032.882602,6890.022782,6787.89961,6717.650959,6791.416386,6714.455624,6671.725983,6549.840423,6621.280681,6651.361645,6816.009545,6974.117839,7205.972503,7282.786822,7305.381483,7239.248837,,,,,,
Y205,14301.04361,16977.15269,16095.91047,16445.91791,17157.10917,9672.883218,9598.434469,8969.361832,8790.941888,9021.6345,8373.903491,8302.069898,7711.527037,8666.719387,9405.657365,9995.47368,8954.335353,8594.519657,9522.607848,,,,,,
Y206,6322.824973,6388.194341,6444.902299,6584.220262,6595.485566,6512.518497,6545.885684,6264.779568,5924.216859,5720.416535,5471.15727,5145.930461,5091.094346,5430.030377,6054.262889,5479.805283,6537.568545,6558.436485,6464.156611,,,,,,
Y207,10687.61421,10014.11534,9588.26617,8975.312299,8953.172706,8783.982944,8644.46659,8250.52089,7447.957269,7768.582452,7302.876582,7234.419499,7159.464587,7120.785112,7193.048196,7345.756713,7099.649297,7148.495626,7052.684372,,,,,,
Y208,7308.884354,7781.407582,5216.157983,5092.352159,5294.954472,5467.338235,5289.5138,5124.486077,5000.392161,5055.574152,5021.03802,5271.845728,5204.147202,5351.681039,5467.222654,5485.766029,5434.665588,5332.806293,5211.798516,,,,,,
Y209,7254.873115,8048.248303,4081.197914,4606.031136,5732.803789,6774.696929,6550.5773,6000.724646,6213.852256,5740.467374,5039.887402,5052.197611,5383.824496,6355.092803,7037.843269,,,,,,,,,,
Y210,8575.539554,8245.35098,7771.414363,7720.955241,6802.306294,6826.980254,7205.093359,7095.085968,7103.172488,6949.25038,6514.01872,6577.951069,6730.458261,7154.359488,7627.087141,8050.647328,6608.257338,5937.340731,5857.971367,,,,,,
Y211,2520.044094,2592.984662,2753.451005,2771.874715,3548.895174,3482.945698,3650.917014,4271.72546,4679.589412,4354.533624,4131.444163,4579.070393,4741.8865,5263.905384,4562.526378,5570.627217,5484.961695,5615.948903,6166.093312,,,,,,
Y212,10004.13232,12779.80488,11968.16826,11532.2763,10308.67402,9834.482814,10064.20813,9871.366441,9539.993403,8751.957698,7690.546116,7792.524387,8754.350604,9466.090698,10804.32205,10861.26047,10763.15881,10380.15116,10223.48121,,,,,,
Y213,2485.917858,2539.554025,2556.242964,2681.955765,2788.82023,2973.688299,3106.730279,3128.903081,2930.398792,2944.96162,2692.418519,2983.130925,3118.194587,3015.413072,3147.268189,3506.588954,3833.708549,3606.269315,3455.061085,,,,,,
Y214,5153.903418,6071.654643,6068.14621,6401.562825,7264.202826,7796.104788,8409.660142,7329.689803,6251.653236,6355.212468,6197.817311,6075.999778,6555.982373,5797.733336,6293.568301,6288.946445,5263.610623,4747.212929,4999.260024,,,,,,
Y215,7659.944903,7417.647726,7762.996624,7281.584498,7304.261431,7114.872232,7130.617433,7066.96292,7056.265666,7046.128977,7191.908253,7219.290418,7190.310993,7232.952303,7090.377756,6787.793187,7590.483281,6652.891328,7702.683078,,,,,,
Y216,7525.448447,6829.516964,7182.866117,7425.456118,7151.174786,7088.749516,6761.377089,6679.804545,6244.761312,5963.435371,4983.283691,5086.41159,5590.463035,6327.767659,5910.781007,7279.200002,6510.173518,6345.268628,6883.416482,,,,,,
Y217,2375.058408,2497.258383,2810.853291,3843.435247,4539.096005,3786.220731,3230.19542,3308.476104,3705.413402,3585.708829,3803.555909,3191.090874,2725.962349,2519.941922,2354.651983,1836.105193,2106.356865,2370.521451,3236.426799,,,,,,
Y218,5966.841614,5600.412227,5571.715325,6027.139491,5875.680935,4209.375375,4083.49467,4102.259977,4484.984578,4593.871674,5301.983945,4807.974262,4510.763248,4414.668193,4309.74562,4949.565477,4801.316666,4710.284961,4734.903506,,,,,,
Y219,814.4759265,865.5337715,943.4886108,927.6467547,890.0843416,869.506387,874.7297544,881.700294,837.5987063,819.332673,830.8369608,811.4788467,809.6249268,827.1178492,824.0893257,835.9068231,848.649618,866.5257134,856.8747853,,,,,,
Y220,3420.707802,3422.2684,3432.433659,3569.6521,4240.439262,4646.062814,5473.149225,4356.430005,4307.048143,4448.983287,4497.091032,4589.375003,4551.144898,4661.339343,4551.769052,4607.609734,4743.688281,4885.640773,5244.993581,,,,,,
Y221,8133.169382,9410.265278,14906.67928,7005.126174,3746.499733,4295.672075,4602.665298,4803.195558,4759.752687,4942.350176,5127.389516,5269.096878,3831.350084,3958.895359,4081.598618,6023.377103,6166.630185,5910.72503,5161.276342,,,,,,
Y222,923.1045079,1032.800172,1183.849442,1192.77649,1149.946689,1209.541707,1323.850695,1329.402447,1355.556719,1381.436889,698.5962665,699.8760068,710.2292639,822.9497438,905.9428667,1023.294476,1094.371912,1094.514412,803.3657456,,,,,,
